Viens	VER:pres	venir
d'	PRP	de
artifice	NOM	artifice
.	SENT	.
Il	PRO:PER	il
est	VER:pres	être
vrai	ADJ	vrai
.	SENT	.
Mais	KON	mais
aussi	ADV	aussi
voyez	VER:pres	voir
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
puis	ADV	puis
,	PUN	,
Ce	NOM	Ce
qu'	PRO:REL	que
était	VER:impf	être
Soliman	NAM	Soliman
,	PUN	,
et	KON	et
le	DET:ART	le
peu	ADV	peu
que	KON	que
je	PRO:PER	je
suis	VER:pres	suivre|être
.	SENT	.
Soliman	NAM	Soliman
jouissait	VER:impf	jouir
d'	PRP	de
une	DET:ART	un
pleine	ADJ	plein
puissance	NOM	puissance
:	PUN	:
L'	DET:ART	le
Égypte	NAM	Égypte
ramenée	VER:pper	ramener
a	VER:pres	avoir
son	DET:POS	son
obéissance	NOM	obéissance
,	PUN	,
Rhodes	NAM	Rhodes
,	PUN	,
des	PRP:det	du
Ottomans	NAM	Ottomans
ce	PRO:DEM	ce
redoutable	ADJ	redoutable
écueil	NOM	écueil
De	VER:subi	De
tous	PRO:IND	tout
ses	DET:POS	son
défenseurs	NOM	défenseur
devenu	VER:pper	devenir
le	DET:ART	le
cercueil	NOM	cercueil
,	PUN	,
Du	NAM	Du
Danube	NAM	Danube
asservi	VER:pper	asservir
les	DET:ART	le
rives	NOM	rive
désolées	VER:pper	désoler
,	PUN	,
De	NAM	De
l'	DET:ART	le
Empire	NAM	Empire
Persan	ADJ	persan
les	DET:ART	le
bornes	NOM	borne
reculées	ADJ	reculé
,	PUN	,
Dans	VER:ppre	Dans
leurs	DET:POS	leur
climats	NOM	climat
brûlants	ADJ	brûlant
les	DET:ART	le
Africains	NAM	Africains
domptés	VER:pper	dompter
,	PUN	,
Faisaient	VER:impf	faire
taire	VER:infi	taire
les	DET:ART	le
lois	NOM	loi
devant	PRP	devant
ses	DET:POS	son
volontés	NOM	volonté
.	SENT	.
Que	KON	que
suis	VER:pres	suivre|être
-je	PRO:PER	je
?	SENT	?
J'	PRO:PER	je
attends	VER:pres	attendre
tout	ADV	tout
du	PRP:det	du
peuple	NOM	peuple
,	PUN	,
et	KON	et
de	PRP	de
l'	DET:ART	le
armée	NOM	armée
.	SENT	.
Mes	DET:POS	mon
malheurs	NOM	malheur
font	VER:pres	faire
encor	ADV	encor
toute	PRO:IND	tout
ma	DET:POS	mon
renommée	NOM	renommée
.	SENT	.
Infortuné	ADJ	infortuné
,	PUN	,
proscrit	VER:pper	proscrire
,	PUN	,
incertain	ADJ	incertain
de	PRP	de
régner	VER:infi	régner
,	PUN	,
Dois	NAM	Dois
-je	PRO:PER	je
irriter	VER:infi	irriter
les	DET:ART	le
coeurs	NOM	cœur
,	PUN	,
au	PRP:det	au
lieu	NOM	lieu
de	PRP	de
les	PRO:PER	la|le
gagner	VER:infi	gagner
?	SENT	?
Témoins	NOM	témoin
de	PRP	de
nos	DET:POS	notre
plaisirs	NOM	plaisir
plaindront	VER:futu	plaindre
-ils	PRO:PER	il
nos	DET:POS	notre
misères	NOM	misère
?	SENT	?
Croiront	VER:futu	croire
-ils	PRO:PER	il
mes	DET:POS	mon
périls	NOM	péril
,	PUN	,
et	KON	et
vos	DET:POS	votre
larmes	NOM	larme
sincères	ADJ	sincère
?	SENT	?
Songez	VER:pres	songer
,	PUN	,
sans	PRP	sans
me	PRO:PER	me
flatter	VER:infi	flatter
du	PRP:det	du
sort	NOM	sort
de	PRP	de
Soliman	NAM	Soliman
,	PUN	,
Au	NAM	Au
meurtre	NOM	meurtre
tout	ADV	tout
récent	ADJ	récent
du	PRP:det	du
malheureux	ADJ	malheureux
Osman	NOM	Osman
.	SENT	.
Dans	PRP	dans
leur	DET:POS	leur
rébellion	NOM	rébellion
les	DET:ART	le
chefs	NOM	chef
des	PRP:det	du
janissaires	NOM	janissaire
Cherchant	VER:ppre	chercher
à	PRP	à
colorer	VER:infi	colorer
leurs	DET:POS	leur
desseins	NOM	dessein
sanguinaires	ADJ	sanguinaire
,	PUN	,
Se	NAM	Se
crurent	VER:simp	croire
à	PRP	à
sa	DET:POS	son
perte	NOM	perte
assez	ADV	assez
autorisés	VER:pper	autoriser
Par	NAM	Par
le	DET:ART	le
fatal	ADJ	fatal
hymen	NOM	hymen
que	PRO:REL	que
vous	PRO:PER	vous
me	PRO:PER	me
proposez	VER:pres	proposer
.	SENT	.
Que	KON	que
vous	PRO:PER	vous
dirai	VER:futu	dire
-je	PRO:PER	je
enfin	ADV	enfin
?	SENT	?
Maître	NOM	maître
de	PRP	de
leur	DET:POS	leur
suffrage	NOM	suffrage
,	PUN	,
Peut-être	NOM	Peut-être
avec	PRP	avec
le	DET:ART	le
temps	NOM	temps
j'	PRO:PER	je
oserai	VER:futu	oser
davantage	ADV	davantage
.	SENT	.
Ne	ADV	ne
précipitons	VER:pres	précipiter
rien	ADV	rien
.	SENT	.
Et	KON	et
daignez	VER:pres	daigner
commencer	VER:infi	commencer
À	PRP	à
me	PRO:PER	me
mettre	VER:infi	mettre
en	PRP	en
état	NOM	état
de	PRP	de
vous	PRO:PER	vous
récompenser	VER:infi	récompenser
.	SENT	.
Je	PRO:PER	je
vous	PRO:PER	vous
entends	VER:pres	entendre
,	PUN	,
Seigneur	NAM	Seigneur
.	SENT	.
Je	PRO:PER	je
vois	VER:pres	voir
mon	DET:POS	mon
imprudence	NOM	imprudence
.	SENT	.
Je	PRO:PER	je
vois	VER:pres	voir
que	KON	que
rien	ADV	rien
n'	ADV	ne
échappe	VER:pres	échapper
a	VER:pres	avoir
votre	DET:POS	votre
prévoyance	NOM	prévoyance
.	SENT	.
Vous	PRO:PER	vous
avez	VER:pres	avoir
pressenti	VER:pper	pressentir
jusqu'	PRP	jusque
au	PRP:det	au
moindre	ADJ	moindre
danger	NOM	danger
Ou	VER:subi	Ou
mon	DET:POS	mon
amour	NOM	amour
trop	ADV	trop
prompt	ADJ	prompt
vous	PRO:PER	vous
allait	VER:impf	aller
engager	VER:infi	engager
.	SENT	.
Pour	PRP	pour
vous	PRO:PER	vous
,	PUN	,
pour	PRP	pour
votre	DET:POS	votre
honneur	NOM	honneur
vous	PRO:PER	vous
en	PRO:PER	en
craignez	VER:pres	craindre
les	DET:ART	le
suites	NOM	suite|suites
,	PUN	,
Et	VER:subi	Et
je	PRO:PER	je
le	PRO:PER	le
crois	VER:pres	croire
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
puisque	KON	puisque
vous	PRO:PER	vous
me	PRO:PER	me
le	PRO:PER	le
dites	VER:pres	dire
.	SENT	.
Mais	KON	mais
avez	VER:pres	avoir
-vous	PRO:PER	vous
prévu	VER:pper	prévoir
,	PUN	,
si	KON	si
vous	PRO:PER	vous
ne	ADV	ne
m'	PRO:PER	me
épousez	VER:pres	épouser
,	PUN	,
Les	DET:ART	le
périls	NOM	péril
plus	ADV	plus
certains	ADJ	certain
ou	KON	ou
vous	PRO:PER	vous
vous	PRO:PER	vous
exposez	VER:pres	exposer
?	SENT	?
Songez	VER:pres	songer
-vous	PRO:PER	vous
que	PRO:REL	que
sans	PRP	sans
moi	PRO:PER	moi
tout	ADV	tout
vous	PRO:PER	vous
devient	VER:pres	devenir
contraire	ADJ	contraire
,	PUN	,
Que	VER:simp	Que
c'	PRO:DEM	ce
est	VER:pres	être
a	VER:pres	avoir
moi	PRO:PER	moi
surtout	ADV	surtout
qu'	KON	que
il	PRO:PER	il
importe	VER:pres	importer
de	PRP	de
plaire	VER:infi	plaire
?	SENT	?
Songez	VER:pres	songer
-vous	PRO:PER	vous
que	PRO:REL	que
je	PRO:PER	je
tiens	VER:pres	tenir
les	DET:ART	le
portes	NOM	porte
du	PRP:det	du
palais	NOM	palais
,	PUN	,
Que	VER:impf	Que
je	PRO:PER	je
puis	ADV	puis
vous	PRO:PER	vous
l'	PRO:PER	la|le
ouvrir	VER:infi	ouvrir
,	PUN	,
ou	KON	ou
fermer	VER:infi	fermer
pour	PRP	pour
jamais	ADV	jamais
,	PUN	,
Que	NAM	Que
j'	PRO:PER	je
ai	VER:pres	avoir
sur	PRP	sur
votre	DET:POS	votre
vie	NOM	vie
un	DET:ART	un
empire	NOM	empire
supreme	ADJ	supreme
,	PUN	,
Que	VER:impf	Que
vous	PRO:PER	vous
ne	ADV	ne
respirez	VER:pres	respirer
qu'	ADV	qu'
autant	ADV	autant
que	KON	que
je	PRO:PER	je
vous	PRO:PER	vous
aime	VER:pres	aimer
?	SENT	?
Et	KON	et
sans	PRP	sans
ce	PRO:DEM	ce
même	ADJ	même
amour	NOM	amour
qu'	PRO:REL	que
offensent	VER:pres	offenser
vos	DET:POS	votre
refus	NOM	refus
,	PUN	,
Songez	VER:pres	songer
-vous	PRO:PER	vous
,	PUN	,
en	PRP	en
un	DET:ART	un
mot	NOM	mot
,	PUN	,
que	KON	que
vous	PRO:PER	vous
ne	ADV	ne
seriez	VER:cond	être
plus	ADV	plus
?	SENT	?
Oui	INT	oui
,	PUN	,
je	PRO:PER	je
tiens	VER:pres	tenir
tout	ADV	tout
de	PRP	de
vous	PRO:PER	vous
,	PUN	,
et	KON	et
j'	PRO:PER	je
avais	VER:impf	avoir
lieu	NOM	lieu
de	PRP	de
croire	VER:infi	croire
,	PUN	,
Que	VER:infi	Que
c'	PRO:DEM	ce
était	VER:impf	être
pour	KON	pour
vous	PRO:PER	vous
-même	ADJ	même
une	DET:ART	un
assez	ADV	assez
grande	ADJ	grand
gloire	NOM	gloire
,	PUN	,
En	NOM	En
voyant	VER:ppre	voir
devant	PRP	devant
moi	PRO:PER	moi
tout	ADV	tout
l'	DET:ART	le
empire	NOM	empire
a	VER:pres	avoir
genoux	NOM	genou
,	PUN	,
De	VER:simp	De
m'	PRO:PER	me
entendre	VER:infi	entendre
avouer	VER:infi	avouer
que	KON	que
je	PRO:PER	je
tiens	VER:pres	tenir
tout	ADV	tout
de	PRP	de
vous	PRO:PER	vous
.	SENT	.
Je	PRO:PER	je
ne	ADV	ne
m'	PRO:PER	me
en	PRO:PER	en
défends	VER:pres	défendre
point	ADV	point
.	SENT	.
Ma	DET:POS	mon
bouche	NOM	bouche
le	DET:ART	le
confesse	NOM	confesse
,	PUN	,
Et	VER:ppre	Et
mon	DET:POS	mon
respect	NOM	respect
saura	VER:simp	saurer
le	PRO:PER	le
confirmer	VER:infi	confirmer
sans	PRP	sans
cesse	NOM	cesse
.	SENT	.
Je	PRO:PER	je
vous	PRO:PER	vous
dois	VER:pres	devoir
tout	ADV	tout
mon	DET:POS	mon
sang	NOM	sang
.	SENT	.
Ma	DET:POS	mon
vie	NOM	vie
est	VER:pres	être
votre	DET:POS	votre
bien	NOM	bien
.	SENT	.
Mais	KON	mais
enfin	ADV	enfin
voulez	VER:pres	vouloir
-vous	PRO:PER	vous
...	PUN	...
Non	NAM	Non
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
veux	VER:pres	vouloir
plus	ADV	plus
rien	ADV	rien
.	SENT	.
Ne	ADV	ne
m'	PRO:PER	me
importune	VER:pres	importuner
plus	ADV	plus
de	PRP	de
tes	DET:POS	ton
raisons	NOM	raison
forcées	ADJ	forcé
.	SENT	.
Je	PRO:PER	je
vois	VER:pres	voir
combien	ADV	combien
tes	DET:POS	ton
voeux	NOM	vœu
sont	VER:pres	être
loin	ADV	loin
de	PRP	de
mes	DET:POS	mon
pensées	NOM	pensée
.	SENT	.
Je	PRO:PER	je
ne	ADV	ne
te	PRO:PER	te
presse	VER:pres	presser
plus	ADV	plus
,	PUN	,
ingrat	ADJ	ingrat
,	PUN	,
d'	PRP	de
y	PRO:PER	y
consentir	VER:infi	consentir
.	SENT	.
Rentre	VER:pres	rentrer
dans	PRP	dans
le	DET:ART	le
néant	NOM	néant
dont	PRO:REL	dont
je	PRO:PER	je
t'	PRO:PER	te
ai	VER:pres	avoir
fait	VER:pper	faire
sortir	VER:infi	sortir
.	SENT	.
Car	KON	car
enfin	ADV	enfin
qui	PRO:REL	qui
m'	PRO:PER	me
arrête	VER:pres	arrêter
?	SENT	?
Et	KON	et
quelle	PRO:REL	quel
autre	ADJ	autre
assurance	NOM	assurance
Demanderais	VER:cond	demander
-je	PRO:PER	je
encor	ADV	encor
de	PRP	de
son	DET:POS	son
indifférence	NOM	indifférence
?	SENT	?
L'	DET:ART	le
ingrat	NOM	ingrat
est-il	ADJ	est-il
touché	VER:pper	toucher
de	PRP	de
mes	DET:POS	mon
empressements	NOM	empressement
?	SENT	?
L'	DET:ART	le
amour	NOM	amour
même	ADV	même
entre-t-il	ADJ	entre-t-il
dans	PRP	dans
ses	DET:POS	son
raisonnements	NOM	raisonnement
?	SENT	?
Ah	INT	ah
!	SENT	!
Je	PRO:PER	je
vois	VER:pres	voir
tes	DET:POS	ton
desseins	NOM	dessein
.	SENT	.
Tu	PRO:PER	tu
crois	VER:pres	croire
,	PUN	,
quoi	PRO:REL	quoi
que	KON	que
je	PRO:PER	je
fasse	VER:subp	faire
,	PUN	,
Que	VER:ppre	Que
mes	DET:POS	mon
propres	ADJ	propre
périls	NOM	péril
t'	PRO:PER	te
assurent	VER:simp	assavoir
de	PRP	de
ta	DET:POS	ton
grâce	NOM	grâce
,	PUN	,
Qu'	NOM	Qu'
engagée	VER:pper	engager
avec	PRP	avec
toi	PRO:PER	toi
par	PRP	par
de	PRP	de
si	ADV	si
forts	ADJ	fort
liens	NOM	lien
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
séparer	VER:infi	séparer
tes	DET:POS	ton
intérêts	NOM	intérêt
des	PRP:det	du
miens	PRO:POS	mien
.	SENT	.
Mais	KON	mais
je	PRO:PER	je
m'	PRO:PER	me
assure	VER:pres	assurer
encore	ADV	encore
aux	PRP:det	au
bontés	NOM	bonté
de	PRP	de
ton	DET:POS	ton
frère	NOM	frère
.	SENT	.
Il	PRO:PER	il
m'	PRO:PER	me
aime	VER:pres	aimer
,	PUN	,
tu	PRO:PER	tu
le	PRO:PER	le
sais	VER:pres	savoir
.	SENT	.
Et	KON	et
malgré	PRP	malgré
sa	DET:POS	son
colère	NOM	colère
Dans	VER:futu	Dans
ton	DET:POS	ton
perfide	ADJ	perfide
sang	NOM	sang
je	PRO:PER	je
puis	ADV	puis
tout	ADV	tout
expier	VER:infi	expier
,	PUN	,
Et	VER:infi	Et
ta	DET:POS	ton
mort	NOM	mort
suffira	VER:futu	suffire
pour	PRP	pour
me	PRO:PER	me
justifier	VER:infi	justifier
.	SENT	.
N'	ADV	ne
en	PRO:PER	en
doute	VER:pres	douter
point	ADV	point
,	PUN	,
j'	PRO:PER	je
y	PRO:PER	y
cours	VER:pres	courir
,	PUN	,
et	KON	et
dès	PRP	dès
ce	PRO:DEM	ce
moment	NOM	moment
même	ADJ	même
.	SENT	.
Bajazet	NAM	Bajazet
,	PUN	,
écoutez	VER:pres	écouter
,	PUN	,
je	PRO:PER	je
sens	VER:pres	sentir
que	KON	que
je	PRO:PER	je
vous	PRO:PER	vous
aime	VER:pres	aimer
.	SENT	.
Vous	PRO:PER	vous
vous	PRO:PER	vous
perdez	VER:pres	perdre
.	SENT	.
Gardez	VER:pres	garder
de	PRP	de
me	PRO:PER	me
laisser	VER:infi	laisser
sortir	VER:infi	sortir
.	SENT	.
Le	DET:ART	le
chemin	NOM	chemin
est	VER:pres	être
encore	ADV	encore
ouvert	VER:pper	ouvrir
au	PRP:det	au
repentir	NOM	repentir
.	SENT	.
Ne	ADV	ne
désespérez	VER:pres	désespérer
point	ADV	point
une	DET:ART	un
amante	NOM	amant
en	PRP	en
furie	NOM	furie
.	SENT	.
S'	PRO:PER	se
il	PRO:PER	il
m'	PRO:PER	me
échappait	VER:impf	échapper
un	DET:ART	un
mot	NOM	mot
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
fait	VER:pper	faire
de	PRP	de
votre	DET:POS	votre
vie	NOM	vie
.	SENT	.
Vous	PRO:PER	vous
pouvez	VER:pres	pouvoir
me	PRO:PER	me
l'	PRO:PER	la|le
ôter	VER:infi	ôter
,	PUN	,
elle	PRO:PER	elle
est	VER:pres	être
entre	PRP	entre
vos	DET:POS	votre
mains	NOM	main
.	SENT	.
Peut-être	ADV	peut-être
que	KON	que
ma	DET:POS	mon
mort	NOM	mort
,	PUN	,
utile	ADJ	utile
a	VER:pres	avoir
vos	DET:POS	votre
desseins	NOM	dessein
,	PUN	,
De	VER:ppre	De
l'	DET:ART	le
heureux	ADJ	heureux
Amurat	NOM	Amurat
obtenant	VER:ppre	obtenir
votre	DET:POS	votre
grâce	NOM	grâce
,	PUN	,
Vous	NAM	Vous
rendra	VER:futu	rendre
dans	PRP	dans
son	DET:POS	son
coeur	NOM	cœur
votre	DET:POS	votre
première	NUM	premier
place	NOM	place
.	SENT	.
Dans	PRP	dans
son	DET:POS	son
coeur	NOM	cœur
?	SENT	?
Ah	INT	ah
!	SENT	!
Crois	VER:pres	croire
-tu	PRO:PER	tu
,	PUN	,
quand	KON	quand
il	PRO:PER	il
le	PRO:PER	le
voudrait	VER:cond	vouloir
bien	ADV	bien
,	PUN	,
Que	NAM	Que
si	KON	si
je	PRO:PER	je
perds	VER:pres	perdre
l'	DET:ART	le
espoir	NOM	espoir
de	PRP	de
régner	VER:infi	régner
dans	PRP	dans
le	PRO:PER	le
tien	PRO:POS	tien
,	PUN	,
D'	NOM	D'
une	DET:ART	un
si	ADV	si
douce	ADJ	doux
erreur	NOM	erreur
si	KON	si
longtemps	ADV	longtemps
possédée	VER:pper	posséder
,	PUN	,
Je	PRO:PER	je
puisse	VER:subp	pouvoir
désormais	ADV	désormais
souffrir	VER:infi	souffrir
une	DET:ART	un
autre	ADJ	autre
idée	NOM	idée
,	PUN	,
Ni	NAM	Ni
que	KON	que
je	PRO:PER	je
vive	VER:subp	vivre
enfin	ADV	enfin
,	PUN	,
si	KON	si
je	PRO:PER	je
ne	ADV	ne
vis	VER:pres	vivre
pour	PRP	pour
toi	PRO:PER	toi
?	SENT	?
Je	PRO:PER	je
te	PRO:PER	te
donne	VER:pres	donner
,	PUN	,
cruel	ADJ	cruel
,	PUN	,
des	PRP:det	du
armes	NOM	arme
contre	PRP	contre
moi	PRO:PER	moi
,	PUN	,
Sans	NAM	Sans
doute	NOM	doute
,	PUN	,
et	KON	et
je	PRO:PER	je
devrais	VER:cond	devoir
retenir	VER:infi	retenir
ma	DET:POS	mon
faiblesse	NOM	faiblesse
.	SENT	.
Tu	PRO:PER	tu
vas	VER:pres	aller
en	PRP	en
triompher	VER:infi	triompher
.	SENT	.
Oui	INT	oui
,	PUN	,
je	PRO:PER	je
te	PRO:PER	te
le	PRO:PER	le
confesse	VER:pres	confesser
,	PUN	,
J'	NAM	J'
affectais	VER:impf	affecter
à	PRP	à
tes	DET:POS	ton
yeux	NOM	œil
une	DET:ART	un
fausse	ADJ	faux
fierté	NOM	fierté
.	SENT	.
De	PRP	de
toi	PRO:PER	toi
dépend	VER:pres	dépendre
ma	DET:POS	mon
joie	NOM	joie
et	KON	et
ma	DET:POS	mon
félicité	NOM	félicité
.	SENT	.
De	PRP	de
ma	DET:POS	mon
sanglante	ADJ	sanglant
mort	NOM	mort
ta	DET:POS	ton
mort	NOM	mort
sera	VER:futu	être
suivie	VER:pper	suivre
.	SENT	.
Quel	PRO:REL	quel
fruit	NOM	fruit
de	PRP	de
tant	ADV	tant
de	PRP	de
soins	NOM	soin
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
pris	VER:pper	prendre
pour	PRP	pour
ta	DET:POS	ton
vie	NOM	vie
?	SENT	?
Tu	PRO:PER	tu
soupires	VER:pres	soupirer
enfin	ADV	enfin
,	PUN	,
et	KON	et
sembles	VER:pres	sembler
te	PRO:PER	te
troubler	VER:infi	troubler
.	SENT	.
Achève	VER:pres	achever
,	PUN	,
parle	VER:pres	parler
.	SENT	.
Ô	INT	ô
ciel	NOM	ciel
!	SENT	!
Que	KON	que
ne	ADV	ne
puis	ADV	puis
-je	PRO:PER	je
parler	VER:infi	parler
!	SENT	!
Quoi	PRO	quoi
donc	ADV	donc
!	SENT	!
Que	KON	que
dites	VER:pres	dire
-vous	PRO:PER	vous
?	SENT	?
Et	KON	et
que	PRO:REL	que
viens	VER:pres	venir
-je	PRO:PER	je
d'	PRP	de
entendre	VER:infi	entendre
?	SENT	?
Vous	PRO:PER	vous
avez	VER:pres	avoir
des	PRP:det	du
secrets	NOM	secret
que	KON	que
je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
apprendre	VER:infi	apprendre
!	SENT	!
Quoi	PRO	quoi
!	SENT	!
De	PRP	de
vos	DET:POS	votre
sentiments	NOM	sentiment
je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
m'	PRO:PER	me
éclaircir	VER:infi	éclaircir
?	SENT	?
Madame	NOM	Madame
,	PUN	,
encore	ADV	encore
un	DET:ART	un
coup	NOM	coup
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
vous	PRO:PER	vous
de	PRP	de
choisir	VER:infi	choisir
.	SENT	.
Daignez	VER:pres	daigner
m'	PRO:PER	me
ouvrir	VER:infi	ouvrir
au	PRP:det	au
trône	NOM	trône
un	DET:ART	un
chemin	NOM	chemin
légitime	ADJ	légitime
,	PUN	,
Ou	VER:simp	Ou
bien	ADV	bien
,	PUN	,
me	PRO:PER	me
voila	VER:simp	voiler
prêt	ADJ	prêt
,	PUN	,
prenez	VER:pres	prendre
votre	DET:POS	votre
victime	NOM	victime
.	SENT	.
Ah	INT	ah
!	SENT	!
C'	PRO:DEM	ce
en	PRO:PER	en
est	VER:pres	être
trop	ADV	trop
enfin	ADV	enfin
,	PUN	,
tu	PRO:PER	tu
seras	VER:futu	être
satisfait	VER:pper	satisfaire
.	SENT	.
Hola	NAM	Hola
,	PUN	,
gardes	NOM	garde
,	PUN	,
qu'	PRO:REL	que
on	PRO:PER	on
vienne	VER:subp	venir
.	SENT	.
Acomat	NOM	acomat
,	PUN	,
c'	PRO:DEM	ce
en	PRO:PER	en
est	VER:pres	être
fait	VER:pper	faire
.	SENT	.
Vous	PRO:PER	vous
pouvez	VER:pres	pouvoir
retourner	VER:infi	retourner
,	PUN	,
je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
rien	ADV	rien
à	PRP	à
vous	PRO:PER	vous
dire	VER:infi	dire
.	SENT	.
Du	PRP:det	du
sultan	NOM	sultan
Amurat	NAM	Amurat
je	PRO:PER	je
reconnais	VER:pres	reconnaître
l'	DET:ART	le
empire	NOM	empire
.	SENT	.
Sortez	VER:pres	sortir
.	SENT	.
Que	KON	que
le	DET:ART	le
sérail	NOM	sérail
soit	VER:subp	être
désormais	ADV	désormais
fermé	VER:pper	fermer
,	PUN	,
Et	NOM	Et
que	PRO:REL	que
tout	ADV	tout
rentre	VER:pres	rentrer
ici	ADV	ici
dans	PRP	dans
l'	DET:ART	le
ordre	NOM	ordre
accoutumé	ADJ	accoutumé
.	SENT	.
Seigneur	NAM	Seigneur
,	PUN	,
qu'	PRO:REL	que
ai	VER:pres	avoir
-je	PRO:PER	je
entendu	VER:pper	entendre
?	SENT	?
Quelle	PRO:REL	quel
surprise	NOM	surprise
extrême	ADJ	extrême
!	SENT	!
Qu'	KON	que
allez	VER:pres	aller
-vous	PRO:PER	vous
devenir	VER:infi	devenir
?	SENT	?
Que	KON	que
deviens	VER:pres	devenir
-je	PRO:PER	je
moi	PRO:PER	moi
-même	ADJ	même
?	SENT	?
D'	PRP	de
où	PRO:REL	où
naît	VER:pres	naître
ce	PRO:DEM	ce
changement	NOM	changement
?	SENT	?
Qui	PRO	qui
dois	VER:pres	devoir
-je	PRO:PER	je
en	PRP	en
accuser	VER:infi	accuser
?	SENT	?
Ô	INT	ô
ciel	NOM	ciel
!	SENT	!
Il	PRO:PER	il
ne	ADV	ne
faut	VER:pres	falloir
point	ADV	point
ici	ADV	ici
vous	PRO:PER	vous
abuser	VER:infi	abuser
.	SENT	.
Roxane	NOM	Roxane
est	VER:pres	être
offensée	VER:pper	offenser
et	KON	et
court	ADJ	court
a	VER:pres	avoir
la	DET:ART	le
vengeance	NOM	vengeance
.	SENT	.
Un	DET:ART	un
obstacle	NOM	obstacle
éternel	ADJ	éternel
rompt	VER:pres	rompre
notre	DET:POS	notre
intelligence	NOM	intelligence
.	SENT	.
Vizir	NOM	vizir
,	PUN	,
songez	VER:pres	songer
à	PRP	à
vous	PRO:PER	vous
,	PUN	,
je	PRO:PER	je
vous	PRO:PER	vous
en	PRO:PER	en
averti	VER:pper	avertir
,	PUN	,
Et	NOM	Et
sans	PRP	sans
compter	VER:infi	compter
sur	PRP	sur
moi	PRO:PER	moi
prenez	VER:pres	prendre
votre	DET:POS	votre
parti	NOM	parti
.	SENT	.
Quoi	PRO	quoi
?	SENT	?
Vous	PRO:PER	vous
et	KON	et
vos	DET:POS	votre
amis	NOM	ami
cherchez	VER:pres	chercher
quelque	PRO:IND	quelque
retraite	NOM	retraite
.	SENT	.
Je	PRO:PER	je
sais	VER:pres	savoir
dans	PRP	dans
quels	PRO:REL	quel
périls	NOM	péril
mon	DET:POS	mon
amitié	NOM	amitié
vous	PRO:PER	vous
jette	VER:pres	jeter
,	PUN	,
Et	VER:subi	Et
j'	PRO:PER	je
espérais	VER:impf	espérer
un	DET:ART	un
jour	NOM	jour
vous	PRO:PER	vous
mieux	ADV	mieux
récompenser	VER:infi	récompenser
.	SENT	.
Mais	KON	mais
c'	PRO:DEM	ce
en	PRO:PER	en
est	VER:pres	être
fait	VER:pper	faire
,	PUN	,
vous	PRO:PER	vous
dis	VER:pres	dire
-je	PRO:PER	je
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
faut	VER:pres	falloir
plus	ADV	plus
penser	VER:infi	penser
.	SENT	.
Et	KON	et
quel	PRO:REL	quel
est	VER:pres	être
donc	ADV	donc
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
cet	PRO:DEM	ce
obstacle	NOM	obstacle
invincible	ADJ	invincible
?	SENT	?
Tantôt	ADV	tantôt
dans	PRP	dans
le	DET:ART	le
sérail	NOM	sérail
j'	PRO:PER	je
ai	VER:pres	avoir
laissé	VER:pper	laisser
tout	ADV	tout
paisible	ADJ	paisible
.	SENT	.
Quelle	PRO:REL	quel
fureur	NOM	fureur
saisit	VER:pres	saisir
votre	DET:POS	votre
esprit	NOM	esprit
et	KON	et
le	PRO:PER	le
sien	PRO:POS	sien
?	SENT	?
Elle	PRO:PER	elle
veut	VER:pres	vouloir
,	PUN	,
Acomat	NAM	Acomat
,	PUN	,
que	KON	que
je	PRO:PER	je
l'	DET:ART	le
épouse	NOM	épouse
.	SENT	.
Hé	INT	hé
bien	ADV	bien
?	SENT	?
L'	DET:ART	le
usage	NOM	usage
des	PRP:det	du
sultans	NOM	sultan
à	PRP	à
ses	DET:POS	son
voeux	NOM	vœu
est	VER:pres	être
contraire	ADJ	contraire
.	SENT	.
Mais	KON	mais
cet	PRO:DEM	ce
usage	NOM	usage
enfin	ADV	enfin
,	PUN	,
est	VER:pres	être
-ce	PRO:DEM	ce
une	DET:ART	un
loi	NOM	loi
sévère	ADJ	sévère
Qu'	ADJ	Qu'
aux	PRP:det	au
dépens	NOM	dépens
de	PRP	de
vos	DET:POS	votre
jours	NOM	jour
vous	PRO:PER	vous
deviez	VER:impf	devoir
observer	VER:infi	observer
?	SENT	?
La	DET:ART	le
plus	ADV	plus
sainte	ADJ	saint
des	PRP:det	du
lois	NOM	loi
,	PUN	,
ah	INT	ah
!	SENT	!
C'	PRO:DEM	ce
est	VER:pres	être
de	PRP	de
vous	PRO:PER	vous
sauver	VER:infi	sauver
,	PUN	,
Et	NOM	Et
d'	PRP	de
arracher	VER:infi	arracher
