/	PUN	/
rendra	VER:futu	rendre
jamais	ADV	jamais
,	PUN	,
Elle	NAM	Elle
est	VER:pres	être
seule	ADJ	seul
un	DET:ART	un
obstacle	NOM	obstacle
invincible	ADJ	invincible
à	PRP	à
la	DET:ART	le
paix	NOM	paix
;	PUN	;
Ainsi	VER:pper	Ainsi
donc	ADV	donc
plus	ADV	plus
d'	PRP	de
accord	NOM	accord
,	PUN	,
ni	KON	ni
même	ADV	même
d'	PRP	de
entrevue	NOM	entrevue
.	SENT	.
Mais	KON	mais
vous	PRO:PER	vous
l'	PRO:PER	la|le
avez	VER:pres	avoir
promise	VER:pper	promettre
,	PUN	,
et	KON	et
dans	PRP	dans
peu	ADV	peu
la	DET:ART	le
venue	NOM	venu|venue
D'	NAM	D'
Annibal	NAM	Annibal
en	PRP	en
ce	PRO:DEM	ce
Camp	NAM	Camp
...	PUN	...
Il	NAM	Il
est	VER:pres	être
vrai	ADJ	vrai
,	PUN	,
j'	PRO:PER	je
ai	VER:pres	avoir
promis	VER:pper	promettre
D'	NOM	D'
entendre	VER:infi	entendre
le	DET:ART	le
plus	ADV	plus
fier	ADJ	fier
de	PRP	de
tous	PRO:IND	tout
nos	DET:POS	notre
ennemis	NOM	ennemi
;	PUN	;
Mais	VER:impf	Mais
je	PRO:PER	je
dois	VER:pres	devoir
pour	PRP	pour
ma	DET:POS	mon
gloire	NOM	gloire
oublier	VER:infi	oublier
Isperie	NOM	Isperie
,	PUN	,
Je	PRO:PER	je
dois	VER:pres	devoir
la	PRO:PER	la
regarder	VER:infi	regarder
en	PRP	en
mortelle	ADJ	mortel
ennemie	NOM	ennemi
,	PUN	,
La	DET:ART	le
nièce	NOM	nièce
d'	PRP	de
Annibal	NAM	Annibal
tenterait	VER:cond	tenter
ma	DET:POS	mon
vertu	NOM	vertu
?	SENT	?
Le	DET:ART	le
plus	ADV	plus
grand	ADJ	grand
ennemi	NOM	ennemi
que	KON	que
jamais	ADV	jamais
Rome	NAM	Rome
ait	VER:subp	avoir
eu	VER:pper	avoir
?	SENT	?
Non	ADV	non
,	PUN	,
Lepide	NAM	Lepide
,	PUN	,
aujourd'hui	ADV	aujourd'hui
je	PRO:PER	je
dois	VER:pres	devoir
briser	VER:infi	briser
ma	DET:POS	mon
chaîne	NOM	chaîne
.	SENT	.
Seigneur	NOM	seigneur
,	PUN	,
portez	VER:pres	porter
vos	DET:POS	votre
voeux	NOM	vœu
du	PRP:det	du
côté	NOM	côté
d'	PRP	de
Erixene	NAM	Erixene
.	SENT	.
Elle	PRO:PER	elle
est	VER:pres	être
fille	NOM	fille
d'	PRP	de
Hannon	NAM	Hannon
ennemi	ADJ	ennemi
d'	PRP	de
Annibal	NAM	Annibal
,	PUN	,
Dans	NAM	Dans
Carthage	NAM	Carthage
ce	PRO:DEM	ce
chef	NOM	chef
fut	VER:simp	être
toujours	ADV	toujours
son	DET:POS	son
rival	NOM	rival
.	SENT	.
Toujours	ADV	toujours
dans	PRP	dans
le	DET:ART	le
Sénat	NAM	Sénat
à	PRP	à
ce	PRO:DEM	ce
héros	NOM	héro|héros
contraire	ADJ	contraire
,	PUN	,
Dans	NAM	Dans
Rome	NAM	Rome
il	PRO:PER	il
n'	ADV	ne
eut	VER:simp	avoir
jamais	ADV	jamais
de	PRP	de
plus	ADV	plus
grand	ADJ	grand
adversaire	NOM	adversaire
,	PUN	,
Et	VER:subi	Et
s'	PRO:PER	se
opposant	VER:ppre	opposer
sans	PRP	sans
cesse	NOM	cesse
à	PRP	à
ses	DET:POS	son
justes	ADJ	juste
desseins	NOM	dessein
,	PUN	,
Il	NAM	Il
paraissait	VER:impf	paraître
plutôt	ADV	plutôt
l'	DET:ART	le
allié	NOM	allié
des	PRP:det	du
Romains	NAM	Romains
;	PUN	;
Aux	NAM	Aux
charmes	NOM	charme
d'	PRP	de
Isperie	NOM	Isperie
opposez	VER:pres	opposer
Erixene	NAM	Erixene
,	PUN	,
Et	NAM	Et
prenez	VER:pres	prendre
un	DET:ART	un
amour	NOM	amour
conforme	ADJ	conforme
à	PRP	à
votre	DET:POS	votre
haine	NOM	haine
,	PUN	,
Elle	NAM	Elle
peut	VER:pres	pouvoir
balancer	VER:infi	balancer
vos	DET:POS	votre
désirs	NOM	désir
à	PRP	à
son	DET:POS	son
tour	NOM	tour
,	PUN	,
Et	NOM	Et
même	ADJ	même
elle	PRO:PER	elle
pourrait	VER:cond	pouvoir
répondre	VER:infi	répondre
à	PRP	à
votre	DET:POS	votre
amour	NOM	amour
.	SENT	.
Erixene	NOM	Erixene
!	SENT	!
Oui	INT	oui
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
et	KON	et
j'	PRO:PER	je
ai	VER:pres	avoir
cru	VER:pper	croire
le	PRO:PER	le
connaître	VER:infi	connaître
,	PUN	,
Toute	VER:pres	Toute
sa	DET:POS	son
fierté	NOM	fierté
tombe	VER:pres	tomber
en	PRP	en
vous	PRO:PER	vous
voyant	VER:ppre	voir
paraître	VER:infi	paraître
:	PUN	:
Quand	KON	quand
on	PRO:PER	on
parle	VER:pres	parler
de	PRP	de
vous	PRO:PER	vous
,	PUN	,
il	PRO:PER	il
le	PRO:PER	le
faut	VER:pres	falloir
avouer	VER:infi	avouer
,	PUN	,
Elle	NAM	Elle
prend	VER:pres	prendre
du	PRP:det	du
plaisir	NOM	plaisir
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
à	PRP	à
vous	PRO:PER	vous
louer	VER:infi	louer
,	PUN	,
Et	NAM	Et
lorsque	KON	lorsque
vos	DET:POS	votre
regards	NOM	regard
tournent	VER:pres	tourner
vers	PRP	vers
Isperie	NOM	Isperie
,	PUN	,
Dans	VER:ppre	Dans
son	DET:POS	son
dépit	NOM	dépit
secret	ADJ	secret
on	PRO:PER	on
lit	VER:pres	lire
sa	DET:POS	son
jalousie	NOM	jalousie
;	PUN	;
Elle	VER:simp	Elle
voudrait	VER:cond	vouloir
bien	ADV	bien
voir	VER:infi	voir
ses	DET:POS	son
charmes	NOM	charme
effacés	VER:pper	effacer
,	PUN	,
Elle	NAM	Elle
la	PRO:PER	la
hait	VER:pres	haïr
enfin	ADV	enfin
,	PUN	,
en	PRO:PER	en
est	VER:pres	être
-ce	PRO:DEM	ce
pas	NOM	pas
assez	ADV	assez
?	SENT	?
Elle	PRO:PER	elle
hait	VER:pres	haïr
Isperie	NOM	Isperie
,	PUN	,
ah	INT	ah
Ciel	NOM	Ciel
!	SENT	!
quelle	PRO:REL	quel
injustice	NOM	injustice
?	SENT	?
Par	PRP	par
quelle	PRO:REL	quel
jalousie	NOM	jalousie
,	PUN	,
ou	KON	ou
plutôt	ADV	plutôt
quel	PRO:REL	quel
caprice	NOM	caprice
,	PUN	,
Malgré	VER:pper	Malgré
tant	ADV	tant
de	PRP	de
beautés	NOM	beauté
cette	PRO:DEM	ce
Erixene	NOM	Erixene
hait	VER:pres	haïr
Ce	VER:pper	Ce
que	KON	que
la	DET:ART	le
main	NOM	main
des	PRP:det	du
Dieux	NOM	Dieu
forma	VER:simp	former
de	PRP	de
plus	ADV	plus
parfait	ADJ	parfait
.	SENT	.
Je	PRO:PER	je
m'	PRO:PER	me
égare	VER:pres	égarer
,	PUN	,
Lepide	NAM	Lepide
,	PUN	,
et	KON	et
tu	PRO:PER	tu
vois	VER:pres	voir
ma	DET:POS	mon
faiblesse	NOM	faiblesse
,	PUN	,
C'	NAM	C'
est	VER:pres	être
en	PRP	en
vain	ADJ	vain
que	KON	que
je	PRO:PER	je
veux	VER:pres	vouloir
déguiser	VER:infi	déguiser
ma	DET:POS	mon
tendresse	NOM	tendresse
;	PUN	;
Apprenons	VER:pres	apprendre
cependant	ADV	cependant
ce	PRO:DEM	ce
qu'	PRO:REL	que
Aurilcar	NAM	Aurilcar
a	VER:pres	avoir
fait	VER:pper	faire
,	PUN	,
Peut-être	NAM	Peut-être
qu'	KON	que
Isperie	NAM	Isperie
aura	VER:futu	avoir
su	VER:pper	savoir
quel	PRO:REL	quel
projet	NOM	projet
Annibal	NAM	Annibal
peut	VER:pres	pouvoir
former	VER:infi	former
,	PUN	,
et	KON	et
quelle	PRO:REL	quel
est	VER:pres	être
sa	DET:POS	son
conduite	NOM	conduite
,	PUN	,
De	VER:ppre	De
ses	DET:POS	son
desseins	NOM	dessein
sans	PRP	sans
doute	NOM	doute
elle	PRO:PER	elle
doit	VER:pres	devoir
être	VER:infi	être
instruite	VER:pper	instruire
;	PUN	;
Je	PRO:PER	je
veux	VER:pres	vouloir
sonder	VER:infi	sonder
son	DET:POS	son
coeur	NOM	cœur
,	PUN	,
je	PRO:PER	je
veux	VER:pres	vouloir
être	VER:infi	être
éclairci	VER:pper	éclaircir
Des	NAM	Des
secrètes	ADJ	secret
raisons	NOM	raison
qui	PRO:REL	qui
l'	PRO:PER	la|le
amènent	VER:pres	amener
ici	ADV	ici
.	SENT	.
Languirais	VER:cond	languir
-je	PRO:PER	je
toujours	ADV	toujours
en	PRP	en
des	PRP:det	du
craintes	NOM	crainte
mortelles	ADJ	mortel
?	SENT	?
Du	PRP:det	du
Prince	NAM	Prince
Lucejus	NAM	Lucejus
on	PRO:PER	on
n'	ADV	ne
a	VER:pres	avoir
point	ADV	point
de	PRP	de
nouvelles	ADJ	nouveau
,	PUN	,
Aurilcar	NAM	Aurilcar
m'	PRO:PER	me
a	VER:pres	avoir
parlé	VER:pper	parler
sans	PRP	sans
m'	PRO:PER	me
avoir	VER:infi	avoir
rien	ADV	rien
appris	VER:pper	apprendre
Qui	NAM	Qui
puisse	VER:subp	pouvoir
redonner	VER:infi	redonner
le	DET:ART	le
calme	ADJ	calme
à	PRP	à
mes	DET:POS	mon
esprits	NOM	esprit
;	PUN	;
Il	NAM	Il
m'	PRO:PER	me
apprend	VER:pres	apprendre
qu'	KON	que
Annibal	NAM	Annibal
,	PUN	,
ce	PRO:DEM	ce
héros	NOM	héro|héros
que	PRO:REL	que
j'	PRO:PER	je
honore	VER:pres	honorer
,	PUN	,
Viendra	NAM	Viendra
;	PUN	;
mais	KON	mais
Lucejus	NAM	Lucejus
ne	ADV	ne
paraît	VER:pres	paraître
point	ADV	point
encore	ADV	encore
;	PUN	;
Devait-il	NAM	Devait-il
pas	ADV	pas
aller	VER:infi	aller
au	PRP:det	au
devant	NOM	devant
de	PRP	de
ses	DET:POS	son
pas	NOM	pas
?	SENT	?
Le	PRO:PER	le
joindre	VER:infi	joindre
dans	PRP	dans
son	DET:POS	son
camp	NOM	camp
,	PUN	,
y	PRO:PER	y
mener	VER:infi	mener
ses	DET:POS	son
soldats	NOM	soldat
?	SENT	?
Que	KON	que
fait-il	NOM	fait-il
?	SENT	?
en	PRP	en
quels	PRO:REL	quel
lieux	NOM	lieu
avec	PRP	avec
indifférence	NOM	indifférence
,	PUN	,
Depuis	VER:pper	Depuis
deux	NUM	deux
mois	NOM	moi|mois
entiers	ADJ	entier
souffre-t-il	NOM	souffre-t-il
mon	DET:POS	mon
absence	NOM	absence
?	SENT	?
Il	PRO:PER	il
n'	ADV	ne
ose	VER:pres	oser
rien	ADV	rien
tenter	VER:infi	tenter
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
a	VER:pres	avoir
rien	ADV	rien
entrepris	VER:pper	entreprendre
,	PUN	,
Sans	NAM	Sans
doute	VER:pres	douter
que	KON	que
mon	DET:POS	mon
coeur	NOM	cœur
est	VER:pres	être
d'	PRP	de
un	DET:ART	un
trop	ADV	trop
faible	ADJ	faible
prix	NOM	prix
;	PUN	;
Et	NOM	Et
ne	ADV	ne
devait-il	VER:impf	devait-il
pas	ADV	pas
au	PRP:det	au
péril	NOM	péril
de	PRP	de
sa	DET:POS	son
teste	VER:pres	tester
,	PUN	,
Ravir	NOM	Ravir
à	PRP	à
Scipion	NAM	Scipion
une	NUM	un
telle	PRO:DEM	tel
conquête	NOM	conquête
;	PUN	;
Il	NOM	Il
n'	ADV	ne
a	VER:pres	avoir
rien	ADV	rien
fait	VER:pres	faire
encor	ADV	encor
pour	PRP	pour
me	PRO:PER	me
prouver	VER:infi	prouver
sa	DET:POS	son
foi	NOM	foi
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
mérite	VER:pres	mériter
pas	ADV	pas
qu'	KON	que
il	PRO:PER	il
s'	PRO:PER	se
expose	VER:pres	exposer
pour	PRP	pour
moi	PRO:PER	moi
.	SENT	.
Eh	INT	eh
?	SENT	?
Pouvez	VER:pres	pouvoir
-vous	PRO:PER	vous
douter	VER:infi	douter
que	KON	que
ce	PRO:DEM	ce
Prince	NOM	prince
vous	PRO:PER	vous
aime	VER:pres	aimer
,	PUN	,
Madame	NAM	Madame
,	PUN	,
rappelez	VER:pres	rappeler
son	DET:POS	son
désespoir	NOM	désespoir
extrême	ADJ	extrême
,	PUN	,
Quand	NAM	Quand
Zama	NAM	Zama
pris	VER:pper	prendre
d'	PRP	de
assaut	NOM	assaut
le	PRO:PER	le
sépara	VER:simp	séparer
de	PRP	de
vous	PRO:PER	vous
:	PUN	:
Ce	PRO:DEM	ce
malheureux	NOM	malheureux
Amant	VER:ppre	Amant
dans	PRP	dans
son	DET:POS	son
juste	ADJ	juste
courroux	NOM	courroux
,	PUN	,
Guidé	VER:pper	guider
par	PRP	par
sa	DET:POS	son
fureur	NOM	fureur
s'	PRO:PER	se
allait	VER:impf	aller
ôter	VER:infi	ôter
la	DET:ART	le
vie	NOM	vie
,	PUN	,
Je	PRO:PER	je
désarmai	VER:simp	désarmer
son	DET:POS	son
bras	NOM	bras
au	PRP:det	au
seul	ADJ	seul
nom	NOM	nom
d'	PRP	de
Isperie	NOM	Isperie
,	PUN	,
Et	NOM	Et
peut-être	ADV	peut-être
...	PUN	...
De	NOM	De
quoi	PRO:REL	quoi
viens	VER:pres	venir
-tu	PRO:PER	tu
m'	PRO:PER	me
entretenir	VER:infi	entretenir
?	SENT	?
Pourquoi	ADV	pourquoi
me	PRO:PER	me
rappeler	VER:infi	rappeler
ce	PRO:DEM	ce
triste	ADJ	triste
souvenir	NOM	souvenir
?	SENT	?
O	ADJ	O
nuit	NOM	nuit
!	SENT	!
qui	PRO:REL	qui
précéda	VER:simp	précéder
la	DET:ART	le
fatale	ADJ	fatal
journée	NOM	journée
Qui	NAM	Qui
devait	VER:impf	devoir
éclairer	VER:infi	éclairer
un	DET:ART	un
heureux	ADJ	heureux
hyménée	NOM	hyménée
!	SENT	!
Au	PRP:det	au
lieu	NOM	lieu
de	PRP	de
me	PRO:PER	me
livrer	VER:infi	livrer
au	PRP:det	au
malheur	NOM	malheur
qui	PRO:REL	qui
me	PRO:PER	me
suit	VER:pres	suivre
,	PUN	,
Que	VER:simp	Que
n'	ADV	ne
es	VER:pres	être
-tu	PRO:PER	tu
devenue	VER:pper	devenir
une	DET:ART	un
éternelle	ADJ	éternel
nuit	NOM	nuit
?	SENT	?
Lors	ADV	lors
qu'	PRO:REL	que
on	PRO:PER	on
vint	VER:simp	venir
nous	PRO:PER	nous
donner	VER:infi	donner
de	PRP	de
si	ADV	si
vives	ADJ	vif
alarmes	NOM	alarme
,	PUN	,
Que	VER:simp	Que
tout	PRO:IND	tout
retentissait	VER:impf	retentir
de	PRP	de
l'	DET:ART	le
affreux	ADJ	affreux
bruit	NOM	bruit
des	PRP:det	du
armes	NOM	arme
,	PUN	,
Que	VER:ppre	Que
le	DET:ART	le
fer	NOM	fer
à	PRP	à
la	DET:ART	le
main	NOM	main
je	PRO:PER	je
vis	VER:simp	voir
tant	ADV	tant
de	PRP	de
soldats	NOM	soldat
En	NAM	En
foule	VER:pres	fouler
en	PRP	en
mon	DET:POS	mon
Palais	NOM	palais
précipiter	VER:infi	précipiter
leurs	DET:POS	leur
pas	NOM	pas
;	PUN	;
Il	VER:subi	Il
t'	PRO:PER	te
en	PRO:PER	en
doit	VER:pres	devoir
souvenir	VER:infi	souvenir
,	PUN	,
dans	PRP	dans
tes	DET:POS	ton
bras	NOM	bras
Ermilie	NAM	Ermilie
Je	PRO:PER	je
demeurai	VER:simp	demeurer
longtemps	ADV	longtemps
immobile	ADJ	immobile
et	KON	et
sans	PRP	sans
vie	NOM	vie
,	PUN	,
Scipion	NAM	Scipion
m'	PRO:PER	me
aperçût	VER:subi	apercevoir
,	PUN	,
son	DET:POS	son
zèle	NOM	zèle
officieux	NOM	officieux
Me	ABR	Me
prêta	VER:simp	prêter
du	PRP:det	du
secours	NOM	secours
,	PUN	,
me	PRO:PER	me
fit	VER:simp	faire
ouvrir	VER:infi	ouvrir
les	DET:ART	le
yeux	NOM	œil
,	PUN	,
A	PRP	à
son	DET:POS	son
air	NOM	air
,	PUN	,
à	PRP	à
son	DET:POS	son
port	NOM	port
je	PRO:PER	je
connus	VER:pper	connaître
ce	PRO:DEM	ce
grand	ADJ	grand
homme	NOM	homme
,	PUN	,
La	DET:ART	le
terreur	NOM	terreur
de	PRP	de
Carthage	NAM	Carthage
et	KON	et
la	DET:ART	le
gloire	NOM	gloire
de	PRP	de
Rome	NAM	Rome
,	PUN	,
Et	NOM	Et
sans	PRP	sans
qu'	PRO:REL	que
il	PRO:PER	il
eût	VER:subi	avoir
besoin	NOM	besoin
qu'	PRO:REL	que
on	PRO:PER	on
prononçât	VER:subi	prononcer
son	DET:POS	son
nom	NOM	nom
,	PUN	,
Son	VER:simp	Son
front	NOM	front
majestueux	ADJ	majestueux
découvrit	VER:simp	découvrir
Scipion	NAM	Scipion
,	PUN	,
Depuis	NAM	Depuis
de	PRP	de
mille	NUM	mille
soins	NOM	soin
je	PRO:PER	je
lui	PRO:PER	lui
suis	VER:pres	suivre|être
redevable	ADJ	redevable
;	PUN	;
Cependant	VER:ppre	Cependant
aujourd'hui	ADV	aujourd'hui
c'	PRO:DEM	ce
est	VER:pres	être
lui	PRO:PER	lui
seul	ADJ	seul
qui	PRO:REL	qui
m'	PRO:PER	me
accable	VER:pres	accabler
,	PUN	,
Il	NAM	Il
fait	VER:pres	faire
couler	VER:infi	couler
mes	DET:POS	mon
pleurs	NOM	pleur|pleurs
malgré	PRP	malgré
tant	ADV	tant
de	PRP	de
vertus	NOM	vertu
,	PUN	,
Et	NOM	Et
sans	PRP	sans
lui	PRO:PER	lui
je	PRO:PER	je
serais	VER:cond	être
unie	VER:pper	unir
à	PRP	à
Lucejus	NAM	Lucejus
.	SENT	.
Madame	NAM	Madame
pouvez	VER:pres	pouvoir
-vous	PRO:PER	vous
murmurer	VER:infi	murmurer
de	PRP	de
sa	DET:POS	son
chaîne	NOM	chaîne
?	SENT	?
Ce	PRO:DEM	ce
héros	NOM	héro|héros
vous	PRO:PER	vous
regarde	VER:pres	regarder
et	KON	et
traite	VER:subp	traiter
en	PRP	en
souveraine	NOM	souverain
,	PUN	,
Votre	NAM	Votre
nom	NOM	nom
dans	PRP	dans
Zama	NOM	Zama
serait	VER:cond	être
moins	ADV	moins
respecté	VER:pper	respecter
,	PUN	,
Vous	NOM	Vous
estes	ADJ	este
dans	PRP	dans
son	DET:POS	son
Camp	NOM	camp
en	PRP	en
pleine	ADJ	plein
liberté	NOM	liberté
,	PUN	,
Sans	NAM	Sans
gardes	NOM	garde
,	PUN	,
sans	PRP	sans
témoins	NOM	témoin
,	PUN	,
il	PRO:PER	il
met	VER:pres	mettre
toute	PRO:IND	tout
sa	DET:POS	son
gloire	NOM	gloire
A	PRP	à
vous	PRO:PER	vous
faire	VER:infi	faire
oublier	VER:infi	oublier
cette	PRO:DEM	ce
triste	ADJ	triste
victoire	NOM	victoire
,	PUN	,
Et	NOM	Et
si	KON	si
je	PRO:PER	je
m'	PRO:PER	me
en	PRO:PER	en
rapporte	VER:pres	rapporter
à	PRP	à
des	PRP:det	du
regards	NOM	regard
plus	ADV	plus
doux	ADJ	doux
,	PUN	,
Le	DET:ART	le
seul	ADJ	seul
respect	NOM	respect
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
tout	PRO:IND	tout
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
sent	VER:pres	sentir
pour	PRP	pour
vous	PRO:PER	vous
.	SENT	.
Hélas	INT	hélas
!	SENT	!
trop	ADV	trop
attentive	ADJ	attentif
à	PRP	à
mon	DET:POS	mon
destin	NOM	destin
funeste	ADJ	funeste
,	PUN	,
Je	PRO:PER	je
songe	VER:pres	songer
à	PRP	à
mon	DET:POS	mon
Amant	NOM	amant
et	KON	et
néglige	VER:pres	négliger
le	DET:ART	le
reste	NOM	reste
,	PUN	,
Tous	VER:pres	Tous
les	DET:ART	le
autres	ADJ	autre
objets	NOM	objet
me	PRO:PER	me
touchent	VER:pres	toucher
faiblement	ADV	faiblement
,	PUN	,
Qu'	NAM	Qu'
un	DET:ART	un
coeur	NOM	cœur
est	VER:pres	être
malheureux	ADJ	malheureux
d'	PRP	de
aimer	VER:infi	aimer
si	KON	si
tendrement	ADV	tendrement
?	SENT	?
Mais	KON	mais
ce	PRO:DEM	ce
Prince	NOM	prince
m'	PRO:PER	me
oublie	VER:pres	oublier
et	KON	et
j'	PRO:PER	je
en	PRO:PER	en
suis	VER:pres	suivre|être
outragée	VER:pper	outrager
,	PUN	,
Il	NOM	Il
n'	ADV	ne
y	PRO:PER	y
faut	VER:pres	falloir
plus	ADV	plus
penser	VER:infi	penser
pour	PRP	pour
en	PRO:PER	en
être	VER:infi	être
vengée	VER:pper	venger
,	PUN	,
Dans	VER:ppre	Dans
un	DET:ART	un
lâche	ADJ	lâche
repos	NOM	repos
s'	PRO:PER	se
il	PRO:PER	il
est	VER:pres	être
enseveli	VER:pper	ensevelir
,	PUN	,
Il	NAM	Il
mérite	VER:pres	mériter
ma	DET:POS	mon
haine	NOM	haine
,	PUN	,
ou	KON	ou
plutôt	ADV	plutôt
mon	DET:POS	mon
oubli	NOM	oubli
;	PUN	;
Me	ABR	Me
laisser	VER:infi	laisser
si	KON	si
longtemps	ADV	longtemps
languir	VER:infi	languir
dans	PRP	dans
l'	DET:ART	le
esclavage	NOM	esclavage
?	SENT	?
Est	VER:pres	être
-ce	PRO:DEM	ce
faute	NOM	faute
d'	PRP	de
amour	NOM	amour
,	PUN	,
ou	KON	ou
faute	NOM	faute
de	PRP	de
courage	NOM	courage
?	SENT	?
Tous	PRO:IND	tout
deux	NOM	deux
également	ADV	également
me	PRO:PER	me
donnent	VER:pres	donner
de	PRP	de
l'	DET:ART	le
effroi	NOM	effroi
,	PUN	,
S'	NAM	S'
il	PRO:PER	il
manque	VER:pres	manquer
de	PRP	de
courage	NOM	courage
est-il	ADJ	est-il
digne	ADJ	digne
de	PRP	de
moi	PRO:PER	moi
?	SENT	?
Ce	PRO:DEM	ce
penser	NOM	penser
contre	PRP	contre
lui	PRO:PER	lui
me	PRO:PER	me
révolte	VER:pres	révolter
,	PUN	,
m'	PRO:PER	me
indigne	VER:pres	indigner
,	PUN	,
Et	VER:subi	Et
s'	PRO:PER	se
il	PRO:PER	il
manque	VER:pres	manquer
d'	PRP	de
amour	NOM	amour
en	PRP	en
sera-t-il	NOM	sera-t-il
plus	ADV	plus
digne	ADJ	digne
?	SENT	?
Mais	KON	mais
que	PRO:REL	que
vois	VER:pres	voir
-je	PRO:PER	je
?	SENT	?
Est	VER:pres	être
-ce	PRO:DEM	ce
lui	PRO:PER	lui
?	SENT	?
Grands	ADJ	grand
Dieux	NOM	Dieu
!	SENT	!
...	PUN	...
N'	NAM	N'
en	PRO:PER	en
doutez	VER:pres	douter
plus	ADV	plus
,	PUN	,
Madame	NAM	Madame
,	PUN	,
et	KON	et
connaissez	VER:pres	connaître
aujourd'hui	ADV	aujourd'hui
Lucejus	NAM	Lucejus
:	PUN	:
Le	DET:ART	le
fidèle	NOM	fidèle
Celsus	NAM	Celsus
fut	VER:simp	être
captif	ADJ	captif
de	PRP	de
mon	DET:POS	mon
père	NOM	père
,	PUN	,
Il	NAM	Il
le	PRO:PER	le
renvoya	VER:simp	renvoyer
libre	ADJ	libre
,	PUN	,
et	KON	et
j'	PRO:PER	je
en	PRO:PER	en
ai	VER:pres	avoir
le	DET:ART	le
salaire	NOM	salaire
,	PUN	,
C'	NAM	C'
est	VER:pres	être
lui	PRO:PER	lui
qui	PRO:REL	qui
m'	PRO:PER	me
a	VER:pres	avoir
conduit	VER:pper	conduire
prés	NOM	pré
de	PRP	de
vous	PRO:PER	vous
en	PRP	en
ces	PRO:DEM	ce
lieux	NOM	lieu
,	PUN	,
Je	PRO:PER	je
viens	VER:pres	venir
briser	VER:infi	briser
vos	DET:POS	votre
fers	NOM	fer
,	PUN	,
ou	KON	ou
mourir	VER:infi	mourir
à	PRP	à
vos	DET:POS	votre
yeux	NOM	œil
.	SENT	.
Ciel	NOM	Ciel
!	SENT	!
Qu'	KON	que
entends	VER:pres	entendre
-je	PRO:PER	je
?	SENT	?
Voila	VER:simp	voiler
le	DET:ART	le
sujet	NOM	sujet
qui	PRO:REL	qui
m'	PRO:PER	me
amène	VER:pres	amener
,	PUN	,
Mes	VER:simp	Mes
soldats	NOM	soldat
sont	VER:pres	être
cachés	VER:pper	cacher
dans	PRP	dans
la	DET:ART	le
forêt	NOM	forêt
prochaine	ADJ	prochain
,	PUN	,
Jusqu'	NOM	Jusqu'
au	PRP:det	au
prés	NOM	pré
de	PRP	de
ce	PRO:DEM	ce
camp	NOM	camp
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
parvenus	VER:pper	parvenir
Par	NOM	par
des	PRP:det	du
lieux	NOM	lieu
écartés	VER:pper	écarter
,	PUN	,
des	PRP:det	du
chemins	NOM	chemin
inconnus	ADJ	inconnu
,	PUN	,
Je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
pris	VER:pper	prendre
avec	PRP	avec
moi	PRO:PER	moi
que	KON	que
des	PRP:det	du
troupes	NOM	troupe
d'	PRP	de
élite	NOM	élite
,	PUN	,
Indibilis	NAM	Indibilis
m'	PRO:PER	me
attend	VER:pres	attendre
,	PUN	,
il	PRO:PER	il
en	PRO:PER	en
a	VER:pres	avoir
la	DET:ART	le
conduite	NOM	conduite
,	PUN	,
Avecque	VER:pres	Avecque
un	DET:ART	un
camp	NOM	camp
volant	VER:ppre	voler
Mandonius	NAM	Mandonius
le	PRO:PER	le
suit	VER:pres	suivre
,	PUN	,
Nous	PRO:PER	nous
devons	VER:pres	devoir
attaquer	VER:infi	attaquer
ce	PRO:DEM	ce
quartier	NOM	quartier
cette	PRO:DEM	ce
nuit	NOM	nuit
;	PUN	;
Je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
fié	VER:pper	fier
qu'	KON	que
à	PRP	à
moi	PRO:PER	moi
le	DET:ART	le
soin	NOM	soin
de	PRP	de
reconnaître	VER:infi	reconnaître
,	PUN	,
En	NOM	En
quel	PRO:REL	quel
endroit	NOM	endroit
du	PRP:det	du
camp	NOM	camp
vos	DET:POS	votre
tentes	NOM	tente
pouvaient	VER:impf	pouvoir
être	VER:infi	être
,	PUN	,
Je	PRO:PER	je
le	PRO:PER	le
sais	VER:pres	savoir
à	PRP	à
présent	ADJ	présent
,	PUN	,
et	KON	et
j'	PRO:PER	je
en	PRO:PER	en
rends	VER:pres	rendre
grâce	NOM	grâce
aux	PRP:det	au
Dieux	NOM	Dieu
,	PUN	,
Il	NOM	Il
faudra	VER:futu	falloir
profiter	VER:infi	profiter
et	KON	et
du	PRP:det	du
temps	NOM	temps
et	KON	et
des	PRP:det	du
lieux	NOM	lieu
,	PUN	,
Et	NOM	Et
si	KON	si
le	DET:ART	le
Ciel	NOM	Ciel
répond	VER:pres	répondre
à	PRP	à
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
projette	VER:pres	projeter
,	PUN	,
Tout	NAM	Tout
le	DET:ART	le
Camp	NAM	Camp
d'	PRP	de
Annibal	NAM	Annibal
